"V1" "V2"
"10432" "LXT" 11.1948048542764
"10433" "LVS" 11.1948048542764
"10434" "LTW" 11.1948048542764
"10435" "LRV" 11.1948048542764
"10436" "LRM" 11.1948048542764
"10437" "LRH" 11.1948048542764
"10438" "LQI" 11.1948048542764
"10439" "LKK" 11.1948048542764
"10440" "LKC" 11.1948048542764
"10441" "LHN" 11.1948048542764
"10442" "LHL" 11.1948048542764
"10443" "LGB" 11.1948048542764
"10444" "KSJ" 11.1948048542764
"10445" "KKL" 11.1948048542764
"10446" "KGI" 11.1948048542764
"10447" "KFL" 11.1948048542764
"10448" "KEJ" 11.1948048542764
"10449" "JUY" 11.1948048542764
"10450" "JUW" 11.1948048542764
"10451" "JUJ" 11.1948048542764
"10452" "JSD" 11.1948048542764
"10453" "JPH" 11.1948048542764
"10454" "JLG" 11.1948048542764
"10455" "JLD" 11.1948048542764
"10456" "JIP" 11.1948048542764
"10457" "JHU" 11.1948048542764
"10458" "JFE" 11.1948048542764
"10459" "JBU" 11.1948048542764
"10460" "IUU" 11.1948048542764
"10461" "ILX" 11.1948048542764
"10462" "IKF" 11.1948048542764
"10463" "HVU" 11.1948048542764
"10464" "HUZ" 11.1948048542764
"10465" "HTW" 11.1948048542764
"10466" "HSF" 11.1948048542764
"10467" "HRC" 11.1948048542764
"10468" "HRB" 11.1948048542764
"10469" "HPQ" 11.1948048542764
"10470" "HPD" 11.1948048542764
"10471" "HLG" 11.1948048542764
"10472" "HLB" 11.1948048542764
"10473" "HCG" 11.1948048542764
"10474" "HBJ" 11.1948048542764
"10475" "GZI" 11.1948048542764
"10476" "GSF" 11.1948048542764
"10477" "GNQ" 11.1948048542764
"10478" "GFG" 11.1948048542764
"10479" "GFD" 11.1948048542764
"10480" "GFB" 11.1948048542764
"10481" "GBP" 11.1948048542764
"10482" "FYR" 11.1948048542764
"10483" "FYG" 11.1948048542764
"10484" "FYF" 11.1948048542764
"10485" "FUB" 11.1948048542764
"10486" "FRF" 11.1948048542764
"10487" "FQA" 11.1948048542764
"10488" "FOZ" 11.1948048542764
"10489" "FMY" 11.1948048542764
"10490" "FJI" 11.1948048542764
"10491" "FJC" 11.1948048542764
"10492" "FHU" 11.1948048542764
"10493" "FFB" 11.1948048542764
"10494" "FDB" 11.1948048542764
"10495" "EWK" 11.1948048542764
"10496" "EJJ" 11.1948048542764
"10497" "DUX" 11.1948048542764
"10498" "DPQ" 11.1948048542764
"10499" "DNX" 11.1948048542764
"10500" "DNK" 11.1948048542764
"10501" "DJN" 11.1948048542764
"10502" "DJC" 11.1948048542764
"10503" "DGS" 11.1948048542764
"10504" "DFH" 11.1948048542764
"10505" "DFF" 11.1948048542764
"10506" "DCV" 11.1948048542764
"10507" "CZP" 11.1948048542764
"10508" "CVL" 11.1948048542764
"10509" "CRL" 11.1948048542764
"10510" "CQQ" 11.1948048542764
"10511" "CPC" 11.1948048542764
"10512" "CGY" 11.1948048542764
"10513" "CCV" 11.1948048542764
"10514" "BVT" 11.1948048542764
"10515" "BVH" 11.1948048542764
"10516" "BUX" 11.1948048542764
"10517" "BSG" 11.1948048542764
"10518" "BNJ" 11.1948048542764
"10519" "BKY" 11.1948048542764
"10520" "BIX" 11.1948048542764
"10521" "BGU" 11.1948048542764
"10522" "BFO" 11.1948048542764
"10523" "BBQ" 11.1948048542764
"10524" "BBP" 11.1948048542764
"10525" "BBM" 11.1948048542764
"10526" "AWG" 11.1948048542764
"10527" "AWB" 11.1948048542764
"10528" "AFZ" 11.1948048542764
"10529" "AFV" 11.1948048542764
"10530" "ADX" 11.1948048542764
"10531" "ZUÑ" 9.95093764824565
"10532" "ZTY" 9.95093764824565
"10533" "ZMD" 9.95093764824565
"10534" "ZMC" 9.95093764824565
"10535" "ZCZ" 9.95093764824565
"10536" "YTY" 9.95093764824565
"10537" "YTT" 9.95093764824565
"10538" "YRR" 9.95093764824565
"10539" "YNQ" 9.95093764824565
"10540" "YJR" 9.95093764824565
"10541" "YIX" 9.95093764824565
"10542" "YHG" 9.95093764824565
"10543" "YCZ" 9.95093764824565
"10544" "XYJ" 9.95093764824565
"10545" "XYH" 9.95093764824565
"10546" "XYF" 9.95093764824565
"10547" "XXU" 9.95093764824565
"10548" "XVU" 9.95093764824565
"10549" "XTC" 9.95093764824565
"10550" "XOJ" 9.95093764824565
"10551" "XKA" 9.95093764824565
"10552" "XCN" 9.95093764824565
"10553" "WYL" 9.95093764824565
"10554" "WUS" 9.95093764824565
"10555" "WUH" 9.95093764824565
"10556" "WPU" 9.95093764824565
"10557" "WPI" 9.95093764824565
"10558" "WOF" 9.95093764824565
"10559" "WLU" 9.95093764824565
"10560" "WHU" 9.95093764824565
"10561" "WGI" 9.95093764824565
"10562" "VYH" 9.95093764824565
"10563" "VUP" 9.95093764824565
"10564" "VUM" 9.95093764824565
"10565" "VTP" 9.95093764824565
"10566" "VNG" 9.95093764824565
"10567" "VKI" 9.95093764824565
"10568" "VHI" 9.95093764824565
"10569" "VEÑ" 9.95093764824565
"10570" "VDW" 9.95093764824565
"10571" "VDS" 9.95093764824565
"10572" "VDP" 9.95093764824565
"10573" "VBR" 9.95093764824565
"10574" "UUW" 9.95093764824565
"10575" "UKM" 9.95093764824565
"10576" "UJJ" 9.95093764824565
"10577" "UGY" 9.95093764824565
"10578" "UFP" 9.95093764824565
"10579" "UCZ" 9.95093764824565
"10580" "TZW" 9.95093764824565
"10581" "TYZ" 9.95093764824565
"10582" "TVB" 9.95093764824565
"10583" "TSZ" 9.95093764824565
"10584" "TRK" 9.95093764824565
"10585" "TPT" 9.95093764824565
"10586" "TPP" 9.95093764824565
"10587" "TJI" 9.95093764824565
"10588" "TIX" 9.95093764824565
"10589" "TGC" 9.95093764824565
"10590" "TFY" 9.95093764824565
"10591" "TFH" 9.95093764824565
"10592" "TBG" 9.95093764824565
"10593" "SZB" 9.95093764824565
"10594" "SSZ" 9.95093764824565
"10595" "SPQ" 9.95093764824565
"10596" "SNK" 9.95093764824565
"10597" "SJB" 9.95093764824565
"10598" "SGY" 9.95093764824565
"10599" "RWY" 9.95093764824565
"10600" "RRZ" 9.95093764824565
"10601" "RQI" 9.95093764824565
"10602" "RFN" 9.95093764824565
"10603" "QIS" 9.95093764824565
"10604" "PVU" 9.95093764824565
"10605" "PVQ" 9.95093764824565
"10606" "PVJ" 9.95093764824565
"10607" "PRM" 9.95093764824565
"10608" "PNR" 9.95093764824565
"10609" "PMM" 9.95093764824565
"10610" "PJL" 9.95093764824565
"10611" "PHV" 9.95093764824565
"10612" "PHQ" 9.95093764824565
"10613" "PGL" 9.95093764824565
"10614" "PGC" 9.95093764824565
"10615" "PDJ" 9.95093764824565
"10616" "PBS" 9.95093764824565
"10617" "OHP" 9.95093764824565
"10618" "OHH" 9.95093764824565
"10619" "OBZ" 9.95093764824565
"10620" "NYX" 9.95093764824565
"10621" "ÑUN" 9.95093764824565
"10622" "NPM" 9.95093764824565
"10623" "NPJ" 9.95093764824565
"10624" "NMH" 9.95093764824565
"10625" "ÑIY" 9.95093764824565
"10626" "NHG" 9.95093764824565
"10627" "ÑEY" 9.95093764824565
"10628" "ÑCO" 9.95093764824565
"10629" "NBQ" 9.95093764824565
"10630" "NBP" 9.95093764824565
"10631" "MVM" 9.95093764824565
"10632" "MTT" 9.95093764824565
"10633" "MRL" 9.95093764824565
"10634" "MRK" 9.95093764824565
"10635" "MMP" 9.95093764824565
"10636" "MMB" 9.95093764824565
"10637" "MLD" 9.95093764824565
"10638" "MJI" 9.95093764824565
"10639" "MHG" 9.95093764824565
"10640" "LQO" 9.95093764824565
"10641" "LPQ" 9.95093764824565
"10642" "LNK" 9.95093764824565
"10643" "LJH" 9.95093764824565
"10644" "LFK" 9.95093764824565
"10645" "KXA" 9.95093764824565
"10646" "KNC" 9.95093764824565
"10647" "KMY" 9.95093764824565
"10648" "KDR" 9.95093764824565
"10649" "JVO" 9.95093764824565
"10650" "JTR" 9.95093764824565
"10651" "JRR" 9.95093764824565
"10652" "JRO" 9.95093764824565
"10653" "JPN" 9.95093764824565
"10654" "JNC" 9.95093764824565
"10655" "JLV" 9.95093764824565
"10656" "JIU" 9.95093764824565
"10657" "JHI" 9.95093764824565
"10658" "JDD" 9.95093764824565
"10659" "JCV" 9.95093764824565
"10660" "JCU" 9.95093764824565
"10661" "IPJ" 9.95093764824565
"10662" "IJH" 9.95093764824565
"10663" "IHB" 9.95093764824565
"10664" "HYK" 9.95093764824565
"10665" "HML" 9.95093764824565
"10666" "HMB" 9.95093764824565
"10667" "HLT" 9.95093764824565
"10668" "HGJ" 9.95093764824565
"10669" "HDS" 9.95093764824565
"10670" "HCV" 9.95093764824565
"10671" "HBH" 9.95093764824565
"10672" "GUF" 9.95093764824565
"10673" "GTB" 9.95093764824565
"10674" "GSR" 9.95093764824565
"10675" "GSN" 9.95093764824565
"10676" "GOX" 9.95093764824565
"10677" "GMY" 9.95093764824565
"10678" "GMC" 9.95093764824565
"10679" "GBD" 9.95093764824565
"10680" "FTM" 9.95093764824565
"10681" "FPN" 9.95093764824565
"10682" "FPH" 9.95093764824565
"10683" "FNR" 9.95093764824565
"10684" "FNM" 9.95093764824565
"10685" "FNF" 9.95093764824565
"10686" "FMS" 9.95093764824565
"10687" "FMR" 9.95093764824565
"10688" "FHB" 9.95093764824565
"10689" "FEW" 9.95093764824565
"10690" "FBL" 9.95093764824565
"10691" "EZX" 9.95093764824565
"10692" "EWZ" 9.95093764824565
"10693" "EKG" 9.95093764824565
"10694" "EJK" 9.95093764824565
"10695" "DZH" 9.95093764824565
"10696" "DWH" 9.95093764824565
"10697" "DMP" 9.95093764824565
"10698" "DLS" 9.95093764824565
"10699" "DKY" 9.95093764824565
"10700" "DKR" 9.95093764824565
"10701" "DKL" 9.95093764824565
"10702" "DJY" 9.95093764824565
"10703" "DJG" 9.95093764824565
"10704" "DDP" 9.95093764824565
"10705" "DCM" 9.95093764824565
"10706" "DBS" 9.95093764824565
"10707" "DBQ" 9.95093764824565
"10708" "CZM" 9.95093764824565
"10709" "CZK" 9.95093764824565
"10710" "CZI" 9.95093764824565
"10711" "CYK" 9.95093764824565
"10712" "CQD" 9.95093764824565
"10713" "CJP" 9.95093764824565
"10714" "CHZ" 9.95093764824565
"10715" "BYV" 9.95093764824565
"10716" "BNS" 9.95093764824565
"10717" "BNM" 9.95093764824565
"10718" "BMQ" 9.95093764824565
"10719" "BLC" 9.95093764824565
"10720" "BKH" 9.95093764824565
"10721" "BKC" 9.95093764824565
"10722" "BIW" 9.95093764824565
"10723" "BGH" 9.95093764824565
"10724" "BBT" 9.95093764824565
"10725" "AUW" 9.95093764824565
"10726" "AQN" 9.95093764824565
"10727" "ZTM" 8.70707044221494
"10728" "ZTH" 8.70707044221494
"10729" "ZOÑ" 8.70707044221494
"10730" "ZNJ" 8.70707044221494
"10731" "ZMM" 8.70707044221494
"10732" "ZHY" 8.70707044221494
"10733" "YUJ" 8.70707044221494
"10734" "YTN" 8.70707044221494
"10735" "YRL" 8.70707044221494
"10736" "YPC" 8.70707044221494
"10737" "YOX" 8.70707044221494
"10738" "YLW" 8.70707044221494
"10739" "YLN" 8.70707044221494
"10740" "YLH" 8.70707044221494
"10741" "YJM" 8.70707044221494
"10742" "YDV" 8.70707044221494
"10743" "YDG" 8.70707044221494
"10744" "YDD" 8.70707044221494
"10745" "YCF" 8.70707044221494
"10746" "XYG" 8.70707044221494
"10747" "XVD" 8.70707044221494
"10748" "XUG" 8.70707044221494
"10749" "XLU" 8.70707044221494
"10750" "XKI" 8.70707044221494
"10751" "XBU" 8.70707044221494
"10752" "WTR" 8.70707044221494
"10753" "WOY" 8.70707044221494
"10754" "WOW" 8.70707044221494
"10755" "WOA" 8.70707044221494
"10756" "WNU" 8.70707044221494
"10757" "WNF" 8.70707044221494
"10758" "WLS" 8.70707044221494
"10759" "WIP" 8.70707044221494
"10760" "WIB" 8.70707044221494
"10761" "WFR" 8.70707044221494
"10762" "WFL" 8.70707044221494
"10763" "WEQ" 8.70707044221494
"10764" "WBI" 8.70707044221494
"10765" "WAW" 8.70707044221494
"10766" "WAO" 8.70707044221494
"10767" "VWE" 8.70707044221494
"10768" "VSL" 8.70707044221494
"10769" "VDM" 8.70707044221494
"10770" "VCK" 8.70707044221494
"10771" "VBL" 8.70707044221494
"10772" "UXF" 8.70707044221494
"10773" "UPK" 8.70707044221494
"10774" "UMW" 8.70707044221494
"10775" "UKW" 8.70707044221494
"10776" "UJY" 8.70707044221494
"10777" "UJD" 8.70707044221494
"10778" "UJC" 8.70707044221494
"10779" "UFQ" 8.70707044221494
"10780" "UAX" 8.70707044221494
"10781" "TXT" 8.70707044221494
"10782" "TRZ" 8.70707044221494
"10783" "TRV" 8.70707044221494
"10784" "TPG" 8.70707044221494
"10785" "TGY" 8.70707044221494
"10786" "TFG" 8.70707044221494
"10787" "TDY" 8.70707044221494
"10788" "SXL" 8.70707044221494
"10789" "SXD" 8.70707044221494
"10790" "SXC" 8.70707044221494
"10791" "SRV" 8.70707044221494
"10792" "SRR" 8.70707044221494
"10793" "SRJ" 8.70707044221494
"10794" "SLH" 8.70707044221494
"10795" "SLF" 8.70707044221494
"10796" "SKB" 8.70707044221494
"10797" "SFJ" 8.70707044221494
"10798" "SBH" 8.70707044221494
"10799" "RZC" 8.70707044221494
"10800" "RXT" 8.70707044221494
"10801" "RWR" 8.70707044221494
"10802" "RVQ" 8.70707044221494
"10803" "RUX" 8.70707044221494
"10804" "RMF" 8.70707044221494
"10805" "RLW" 8.70707044221494
"10806" "RLQ" 8.70707044221494
"10807" "RLK" 8.70707044221494
"10808" "RHS" 8.70707044221494
"10809" "RBP" 8.70707044221494
"10810" "QYE" 8.70707044221494
"10811" "QRA" 8.70707044221494
"10812" "QLO" 8.70707044221494
"10813" "QLL" 8.70707044221494
"10814" "QCE" 8.70707044221494
"10815" "QAY" 8.70707044221494
"10816" "PZA" 8.70707044221494
"10817" "PYK" 8.70707044221494
"10818" "PTT" 8.70707044221494
"10819" "PNN" 8.70707044221494
"10820" "PNH" 8.70707044221494
"10821" "PMP" 8.70707044221494
"10822" "PKD" 8.70707044221494
"10823" "PKA" 8.70707044221494
"10824" "PJI" 8.70707044221494
"10825" "PFV" 8.70707044221494
"10826" "PDH" 8.70707044221494
"10827" "OGW" 8.70707044221494
"10828" "OGQ" 8.70707044221494
"10829" "OFV" 8.70707044221494
"10830" "OFQ" 8.70707044221494
"10831" "NQV" 8.70707044221494
"10832" "NPV" 8.70707044221494
"10833" "NPK" 8.70707044221494
"10834" "NNZ" 8.70707044221494
"10835" "ÑNY" 8.70707044221494
"10836" "ÑNE" 8.70707044221494
"10837" "ÑNC" 8.70707044221494
"10838" "NJR" 8.70707044221494
"10839" "NHF" 8.70707044221494
"10840" "NFF" 8.70707044221494
"10841" "NFB" 8.70707044221494
"10842" "NBJ" 8.70707044221494
"10843" "NBH" 8.70707044221494
"10844" "MZO" 8.70707044221494
"10845" "MXE" 8.70707044221494
"10846" "MWH" 8.70707044221494
"10847" "MVF" 8.70707044221494
"10848" "MSZ" 8.70707044221494
"10849" "MRB" 8.70707044221494
"10850" "MPK" 8.70707044221494
"10851" "MLK" 8.70707044221494
"10852" "MJQ" 8.70707044221494
"10853" "MJC" 8.70707044221494
"10854" "MHT" 8.70707044221494
"10855" "MHP" 8.70707044221494
"10856" "MHM" 8.70707044221494
"10857" "MDP" 8.70707044221494
"10858" "LRZ" 8.70707044221494
"10859" "LKV" 8.70707044221494
"10860" "LHP" 8.70707044221494
"10861" "LBV" 8.70707044221494
"10862" "LBP" 8.70707044221494
"10863" "LBF" 8.70707044221494
"10864" "KCL" 8.70707044221494
"10865" "KBY" 8.70707044221494
"10866" "JYQ" 8.70707044221494
"10867" "JTO" 8.70707044221494
"10868" "JSS" 8.70707044221494
"10869" "JMH" 8.70707044221494
"10870" "JJU" 8.70707044221494
"10871" "JGE" 8.70707044221494
"10872" "JEX" 8.70707044221494
"10873" "JDS" 8.70707044221494
"10874" "JDH" 8.70707044221494
"10875" "JDC" 8.70707044221494
"10876" "JCF" 8.70707044221494
"10877" "JBM" 8.70707044221494
"10878" "ITW" 8.70707044221494
"10879" "IFG" 8.70707044221494
"10880" "IBW" 8.70707044221494
"10881" "IBG" 8.70707044221494
"10882" "HZA" 8.70707044221494
"10883" "HUV" 8.70707044221494
"10884" "HSR" 8.70707044221494
"10885" "HMM" 8.70707044221494
"10886" "HLP" 8.70707044221494
"10887" "HLH" 8.70707044221494
"10888" "HIW" 8.70707044221494
"10889" "HGC" 8.70707044221494
"10890" "HDQ" 8.70707044221494
"10891" "HCC" 8.70707044221494
"10892" "HBT" 8.70707044221494
"10893" "HBN" 8.70707044221494
"10894" "GUQ" 8.70707044221494
"10895" "GSW" 8.70707044221494
"10896" "GRZ" 8.70707044221494
"10897" "GPP" 8.70707044221494
"10898" "GLB" 8.70707044221494
"10899" "GKE" 8.70707044221494
"10900" "GJD" 8.70707044221494
"10901" "GGQ" 8.70707044221494
"10902" "GGM" 8.70707044221494
"10903" "GFT" 8.70707044221494
"10904" "GDB" 8.70707044221494
"10905" "GBS" 8.70707044221494
"10906" "GBH" 8.70707044221494
"10907" "GAX" 8.70707044221494
"10908" "FWA" 8.70707044221494
"10909" "FUQ" 8.70707044221494
"10910" "FUO" 8.70707044221494
"10911" "FNS" 8.70707044221494
"10912" "FLT" 8.70707044221494
"10913" "FJY" 8.70707044221494
"10914" "FHT" 8.70707044221494
"10915" "FGC" 8.70707044221494
"10916" "EWV" 8.70707044221494
"10917" "EUÑ" 8.70707044221494
"10918" "EMZ" 8.70707044221494
"10919" "EGJ" 8.70707044221494
"10920" "DVH" 8.70707044221494
"10921" "DUW" 8.70707044221494
"10922" "DTT" 8.70707044221494
"10923" "DSW" 8.70707044221494
"10924" "DNG" 8.70707044221494
"10925" "DLV" 8.70707044221494
"10926" "DLN" 8.70707044221494
"10927" "DLM" 8.70707044221494
"10928" "DHP" 8.70707044221494
"10929" "DFN" 8.70707044221494
"10930" "DFM" 8.70707044221494
"10931" "DDN" 8.70707044221494
"10932" "DCQ" 8.70707044221494
"10933" "CZC" 8.70707044221494
"10934" "CYZ" 8.70707044221494
"10935" "CWA" 8.70707044221494
"10936" "CTY" 8.70707044221494
"10937" "CTQ" 8.70707044221494
"10938" "CSG" 8.70707044221494
"10939" "CSB" 8.70707044221494
"10940" "CQA" 8.70707044221494
"10941" "CNF" 8.70707044221494
"10942" "CJY" 8.70707044221494
"10943" "CGS" 8.70707044221494
"10944" "CGM" 8.70707044221494
"10945" "CFB" 8.70707044221494
"10946" "BYG" 8.70707044221494
"10947" "BVJ" 8.70707044221494
"10948" "BTT" 8.70707044221494
"10949" "BTF" 8.70707044221494
"10950" "BNR" 8.70707044221494
"10951" "BML" 8.70707044221494
"10952" "BLP" 8.70707044221494
"10953" "BKO" 8.70707044221494
"10954" "BJC" 8.70707044221494
"10955" "BHF" 8.70707044221494
"10956" "BHD" 8.70707044221494
"10957" "AZW" 8.70707044221494
"10958" "AQG" 8.70707044221494
"10959" "AQB" 8.70707044221494
"10960" "AKW" 8.70707044221494
"10961" "AGK" 8.70707044221494
"10962" "ABV" 8.70707044221494
"10963" "ZYI" 7.46320323618424
"10964" "ZXA" 7.46320323618424
"10965" "YXF" 7.46320323618424
"10966" "YWY" 7.46320323618424
"10967" "YVS" 7.46320323618424
"10968" "YUF" 7.46320323618424
"10969" "YTM" 7.46320323618424
"10970" "YTD" 7.46320323618424
"10971" "YRM" 7.46320323618424
"10972" "YPB" 7.46320323618424
"10973" "YNW" 7.46320323618424
"10974" "YMG" 7.46320323618424
"10975" "YKP" 7.46320323618424
"10976" "YJP" 7.46320323618424
"10977" "YHS" 7.46320323618424
"10978" "YDP" 7.46320323618424
"10979" "YCT" 7.46320323618424
"10980" "YCG" 7.46320323618424
"10981" "YBC" 7.46320323618424
"10982" "XWO" 7.46320323618424
"10983" "XUX" 7.46320323618424
"10984" "XTV" 7.46320323618424
"10985" "XPP" 7.46320323618424
"10986" "XML" 7.46320323618424
"10987" "XHT" 7.46320323618424
"10988" "XFL" 7.46320323618424
"10989" "WYJ" 7.46320323618424
"10990" "WWY" 7.46320323618424
"10991" "WUY" 7.46320323618424
"10992" "WUT" 7.46320323618424
"10993" "WOH" 7.46320323618424
"10994" "WOB" 7.46320323618424
"10995" "WNR" 7.46320323618424
"10996" "WNG" 7.46320323618424
"10997" "WKE" 7.46320323618424
"10998" "WKA" 7.46320323618424
"10999" "WHR" 7.46320323618424
"11000" "WGE" 7.46320323618424
"11001" "WFY" 7.46320323618424
"11002" "WEF" 7.46320323618424
"11003" "VYY" 7.46320323618424
"11004" "VYK" 7.46320323618424
"11005" "VSS" 7.46320323618424
"11006" "VPL" 7.46320323618424
"11007" "VKL" 7.46320323618424
"11008" "VIX" 7.46320323618424
"11009" "VHC" 7.46320323618424
"11010" "VDL" 7.46320323618424
"11011" "VDG" 7.46320323618424
"11012" "UMK" 7.46320323618424
"11013" "UKP" 7.46320323618424
"11014" "UKN" 7.46320323618424
"11015" "UCJ" 7.46320323618424
"11016" "UCB" 7.46320323618424
"11017" "UAW" 7.46320323618424
"11018" "TWU" 7.46320323618424
"11019" "TWP" 7.46320323618424
"11020" "TTZ" 7.46320323618424
"11021" "TTJ" 7.46320323618424
"11022" "TPB" 7.46320323618424
"11023" "TLV" 7.46320323618424
"11024" "TFP" 7.46320323618424
"11025" "TDS" 7.46320323618424
"11026" "TDG" 7.46320323618424
"11027" "TBB" 7.46320323618424
"11028" "SXY" 7.46320323618424
"11029" "SWD" 7.46320323618424
"11030" "SQI" 7.46320323618424
"11031" "SNV" 7.46320323618424
"11032" "SKT" 7.46320323618424
"11033" "SKG" 7.46320323618424
"11034" "SJG" 7.46320323618424
"11035" "SGQ" 7.46320323618424
"11036" "SGB" 7.46320323618424
"11037" "RZW" 7.46320323618424
"11038" "RZK" 7.46320323618424
"11039" "RZG" 7.46320323618424
"11040" "RXY" 7.46320323618424
"11041" "RXU" 7.46320323618424
"11042" "RXO" 7.46320323618424
"11043" "RXM" 7.46320323618424
"11044" "RXD" 7.46320323618424
"11045" "RVV" 7.46320323618424
"11046" "RQM" 7.46320323618424
"11047" "RNZ" 7.46320323618424
"11048" "RMK" 7.46320323618424
"11049" "RHN" 7.46320323618424
"11050" "RFJ" 7.46320323618424
"11051" "RBJ" 7.46320323618424
"11052" "QSO" 7.46320323618424
"11053" "QOR" 7.46320323618424
"11054" "QNU" 7.46320323618424
"11055" "QIY" 7.46320323618424
"11056" "QBO" 7.46320323618424
"11057" "QAM" 7.46320323618424
"11058" "QAB" 7.46320323618424
"11059" "PUH" 7.46320323618424
"11060" "PUF" 7.46320323618424
"11061" "PTG" 7.46320323618424
"11062" "PRZ" 7.46320323618424
"11063" "PRV" 7.46320323618424
"11064" "PNJ" 7.46320323618424
"11065" "PMV" 7.46320323618424
"11066" "PGM" 7.46320323618424
"11067" "PGB" 7.46320323618424
"11068" "PDM" 7.46320323618424
"11069" "PDG" 7.46320323618424
"11070" "OWG" 7.46320323618424
"11071" "OJH" 7.46320323618424
"11072" "OJB" 7.46320323618424
"11073" "OHJ" 7.46320323618424
"11074" "OFK" 7.46320323618424
"11075" "OBK" 7.46320323618424
"11076" "OBF" 7.46320323618424
"11077" "NXB" 7.46320323618424
"11078" "NMF" 7.46320323618424
"11079" "ÑEO" 7.46320323618424
"11080" "NBF" 7.46320323618424
"11081" "ÑAX" 7.46320323618424
"11082" "ÑAW" 7.46320323618424
"11083" "MRY" 7.46320323618424
"11084" "MPG" 7.46320323618424
"11085" "MLS" 7.46320323618424
"11086" "MLJ" 7.46320323618424
"11087" "MLC" 7.46320323618424
"11088" "MKR" 7.46320323618424
"11089" "MJT" 7.46320323618424
"11090" "MJN" 7.46320323618424
"11091" "MGS" 7.46320323618424
"11092" "MGH" 7.46320323618424
"11093" "MDY" 7.46320323618424
"11094" "MDN" 7.46320323618424
"11095" "LZS" 7.46320323618424
"11096" "LXL" 7.46320323618424
"11097" "LWT" 7.46320323618424
"11098" "LWR" 7.46320323618424
"11099" "LVW" 7.46320323618424
"11100" "LRN" 7.46320323618424
"11101" "LKB" 7.46320323618424
"11102" "LJV" 7.46320323618424
"11103" "LJT" 7.46320323618424
"11104" "LGF" 7.46320323618424
"11105" "LCV" 7.46320323618424
"11106" "KXY" 7.46320323618424
"11107" "KWR" 7.46320323618424
"11108" "KTD" 7.46320323618424
"11109" "KRG" 7.46320323618424
"11110" "KNM" 7.46320323618424
"11111" "KMM" 7.46320323618424
"11112" "KLT" 7.46320323618424
"11113" "KLN" 7.46320323618424
"11114" "KKR" 7.46320323618424
"11115" "KKN" 7.46320323618424
"11116" "KIW" 7.46320323618424
"11117" "KHD" 7.46320323618424
"11118" "KGM" 7.46320323618424
"11119" "KBS" 7.46320323618424
"11120" "JYO" 7.46320323618424
"11121" "JYD" 7.46320323618424
"11122" "JYC" 7.46320323618424
"11123" "JTD" 7.46320323618424
"11124" "JTB" 7.46320323618424
"11125" "JMV" 7.46320323618424
"11126" "JMP" 7.46320323618424
"11127" "JHO" 7.46320323618424
"11128" "JFI" 7.46320323618424
"11129" "JDY" 7.46320323618424
"11130" "JDG" 7.46320323618424
"11131" "JCS" 7.46320323618424
"11132" "JCM" 7.46320323618424
"11133" "IYW" 7.46320323618424
"11134" "IVB" 7.46320323618424
"11135" "IPW" 7.46320323618424
"11136" "IJP" 7.46320323618424
"11137" "HZU" 7.46320323618424
"11138" "HYI" 7.46320323618424
"11139" "HVP" 7.46320323618424
"11140" "HUU" 7.46320323618424
"11141" "HRP" 7.46320323618424
"11142" "HRL" 7.46320323618424
"11143" "HPP" 7.46320323618424
"11144" "HPF" 7.46320323618424
"11145" "HMN" 7.46320323618424
"11146" "HLR" 7.46320323618424
"11147" "HLF" 7.46320323618424
"11148" "HJG" 7.46320323618424
"11149" "HGL" 7.46320323618424
"11150" "HBQ" 7.46320323618424
"11151" "HBM" 7.46320323618424
"11152" "HBF" 7.46320323618424
"11153" "GWU" 7.46320323618424
"11154" "GWH" 7.46320323618424
"11155" "GVU" 7.46320323618424
"11156" "GRV" 7.46320323618424
"11157" "GRT" 7.46320323618424
"11158" "GLR" 7.46320323618424
"11159" "GHF" 7.46320323618424
"11160" "GGT" 7.46320323618424
"11161" "GGG" 7.46320323618424
"11162" "FYU" 7.46320323618424
"11163" "FYJ" 7.46320323618424
"11164" "FXO" 7.46320323618424
"11165" "FWO" 7.46320323618424
"11166" "FWI" 7.46320323618424
"11167" "FWE" 7.46320323618424
"11168" "FUÑ" 7.46320323618424
"11169" "FNT" 7.46320323618424
"11170" "FJT" 7.46320323618424
"11171" "FFW" 7.46320323618424
"11172" "FEK" 7.46320323618424
"11173" "EQE" 7.46320323618424
"11174" "EPW" 7.46320323618424
"11175" "EPK" 7.46320323618424
"11176" "EÑS" 7.46320323618424
"11177" "EKJ" 7.46320323618424
"11178" "EJQ" 7.46320323618424
"11179" "EHJ" 7.46320323618424
"11180" "EFW" 7.46320323618424
"11181" "EBK" 7.46320323618424
"11182" "DZU" 7.46320323618424
"11183" "DTM" 7.46320323618424
"11184" "DQA" 7.46320323618424
"11185" "DPD" 7.46320323618424
"11186" "DKM" 7.46320323618424
"11187" "DHH" 7.46320323618424
"11188" "DGF" 7.46320323618424
"11189" "CZU" 7.46320323618424
"11190" "CZR" 7.46320323618424
"11191" "CVH" 7.46320323618424
"11192" "CQB" 7.46320323618424
"11193" "CPN" 7.46320323618424
"11194" "CMN" 7.46320323618424
"11195" "CJI" 7.46320323618424
"11196" "CGG" 7.46320323618424
"11197" "CFX" 7.46320323618424
"11198" "CFQ" 7.46320323618424
"11199" "CBN" 7.46320323618424
"11200" "CBJ" 7.46320323618424
"11201" "CBF" 7.46320323618424
